id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
778770,Troglodytes,troglodytes,,birds,Eurasian Wren,Jacobo Ramil Millarengo,Spain,"Touza das Aceñas, O Carreirón, Arousa, Pontevedra, Galicia",42.5378,-8.8728,0,"song, subsong",male,adult,field recording,//xeno-canto.org/778770,https://xeno-canto.org/778770/download,"XC778770-230204_05Carrizo-practicando-canto-raro-12.00-Touzaceñas,-Arousa.mp3","{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC778770-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC778770-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC778770-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC778770-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC778770-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC778770-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC778770-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:13,12:00,2023-02-04,2023-02-06,[],,yes,yes,no,,,no,Sony PCM M10,Wildtronics mini PIP  stereo parabolic,44100
778580,Troglodytes,troglodytes,,birds,Eurasian Wren,Jacobo Ramil Millarengo,Spain,"Lagoa de Traba ,Laxe, Galicia",43.1855,-9.048,10,song,male,adult,field recording,//xeno-canto.org/778580,https://xeno-canto.org/778580/download,XC778580-230203_01Carrizo-dos-machos-con-diferentes-cantos-13.30Traba.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC778580-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC778580-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC778580-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC778580-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC778580-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC778580-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC778580-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:55,14:00,2023-02-03,2023-02-05,['Estrilda astrild'],"Two males, foreground and background, utter two very different songs. HPF 800 Hz.",yes,yes,no,,,no,Sony PCM M10,Wildtronics mini PIP  stereo parabolic,44100
778575,Troglodytes,troglodytes,,birds,Eurasian Wren,Jacobo Ramil Millarengo,Spain,"Lagoa de Traba ,Laxe, Galicia",43.1855,-9.048,10,song,male,adult,field recording,//xeno-canto.org/778575,https://xeno-canto.org/778575/download,XC778575-230203_08CArrizo-mesma--corta-frase-6-veces-14.30-Traba.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC778575-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC778575-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC778575-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC778575-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC778575-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC778575-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC778575-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:01,14:30,2023-02-03,2023-02-05,['Linaria cannabina'], Serie of 6 short phrases. HPF 300Hz,yes,yes,no,,,no,Sony PCM M10,Wildtronics mini PIP  stereo parabolic,44100
778051,Troglodytes,troglodytes,cypriotes,birds,Eurasian Wren,Marcin Sołowiej,Cyprus,Troodos Mountains,34.9344,32.8341,1200,song,male,,field recording,//xeno-canto.org/778051,https://xeno-canto.org/778051/download,XC778051-Troglodytes-troglodytes-cypriotes_Troodos_Cypr_220423_34.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/ffts/XC778051-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/ffts/XC778051-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/ffts/XC778051-large.png', 'full': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/ffts/XC778051-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/wave/XC778051-small.png', 'med': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/wave/XC778051-med.png', 'large': '//xeno-canto.org/sounds/uploaded/EVFVYRATSX/wave/XC778051-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:23,14:30,2022-04-23,2023-02-03,"['Fringilla coelebs', 'Passer domesticus']",,yes,yes,no,,,no,Sony PCM-M10,,44100
777769,Troglodytes,troglodytes,,birds,Eurasian Wren,Jacobo Ramil Millarengo,Spain,"  Sisalde, Ames, A Coruña, Galicia",42.8373,-8.652,30,song,male,adult,field recording,//xeno-canto.org/777769,https://xeno-canto.org/777769/download,XC777769-230129_08Carrizo-mismo-verso-16-veces-varía-final-11.00-Sisalde.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC777769-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC777769-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC777769-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC777769-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC777769-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC777769-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC777769-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:45,11:00,2023-01-29,2023-01-31,['Sturnus unicolor'],Practicing the same verse  with few variations 16 times,yes,yes,no,,,no,Sony PCM M10,Wildtronics mini PIP  stereo parabolic,44100
777260,Troglodytes,troglodytes,,birds,Eurasian Wren,Paul Kelly,Ireland,"Tacumshin Lake (East End), County Wexford",52.1963,-6.4439,0,"song, Canine, Sheep.",uncertain,uncertain,field recording,//xeno-canto.org/777260,https://xeno-canto.org/777260/download,XC777260-wrentacsongjan23.wav,"{'small': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC777260-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC777260-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC777260-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC777260-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC777260-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC777260-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC777260-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:51,17:00,2023-01-27,2023-01-28,"['Turdus philomelos', 'Prunella modularis', 'Anas platyrhynchos']",Dusk repeated song. ,no,no,no,,,yes,Dodotronic parabola. ,Tascam. ,44100
777055,Troglodytes,troglodytes,,birds,Eurasian Wren,Fraser Simpson,United Kingdom,Blencathra FSC,54.6205,-3.0804,280,song,male,adult,field recording,//xeno-canto.org/777055,https://xeno-canto.org/777055/download,XC777055-wren118244_Blencathra_230622_FSimpson_xc.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/UEJKHWSCLJ/ffts/XC777055-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UEJKHWSCLJ/ffts/XC777055-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UEJKHWSCLJ/ffts/XC777055-large.png', 'full': '//xeno-canto.org/sounds/uploaded/UEJKHWSCLJ/ffts/XC777055-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/UEJKHWSCLJ/wave/XC777055-small.png', 'med': '//xeno-canto.org/sounds/uploaded/UEJKHWSCLJ/wave/XC777055-med.png', 'large': '//xeno-canto.org/sounds/uploaded/UEJKHWSCLJ/wave/XC777055-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:33,06:00,2022-06-23,2023-01-26,[],"Territorial song from Bracken-covered slope at the foot of Blease Fell, bordering mixed woodland.",yes,yes,no,,,no,,,44100
776688,Troglodytes,troglodytes,,birds,Eurasian Wren,Jean Pierre Sciolla,France,"Arrondissement de Castres (near  Mazamet), Tarn, Occitanie",43.477,2.3822,340,song,male,adult,in the hand,//xeno-canto.org/776688,https://xeno-canto.org/776688/download,XC776688-troglodyte-01.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAYBATMCEA/ffts/XC776688-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAYBATMCEA/ffts/XC776688-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAYBATMCEA/ffts/XC776688-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAYBATMCEA/ffts/XC776688-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAYBATMCEA/wave/XC776688-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAYBATMCEA/wave/XC776688-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAYBATMCEA/wave/XC776688-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:32,10:30,2022-03-30,2023-01-23,[],,yes,yes,no,,,no,zoom H5,Dodotronic,48000
776639,Troglodytes,troglodytes,,birds,Eurasian Wren,Sonothèque ADVL,France,"Carolles, Manche, Normandie",48.7437,-1.566,60,call,uncertain,adult,field recording,//xeno-canto.org/776639,https://xeno-canto.org/776639/download,XC776639-Troglodytemignon_carollesvauban_041022_10h.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/ffts/XC776639-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/ffts/XC776639-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/ffts/XC776639-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/ffts/XC776639-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/wave/XC776639-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/wave/XC776639-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BJAXFFKOML/wave/XC776639-large.png'}",//creativecommons.org/publicdomain/zero/1.0/,A,0:05,10:00,2022-10-04,2023-01-23,[],"Sonothèque des oiseaux de Carolles et de la baie du Mont-Saint-Michel. Association de Défense de la Vallée du Lude et des sites environnants. Enregistrement Sébastien Provost.
",unknown,unknown,no,,,unknown,,,44100
776464,Troglodytes,troglodytes,,birds,Eurasian Wren,Paul Kelly,Ireland,"Tacumshin Lake (East End), County Wexford",52.1963,-6.4439,0,song,male,adult,field recording,//xeno-canto.org/776464,https://xeno-canto.org/776464/download,XC776464-wrensongtac23.wav,"{'small': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC776464-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC776464-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC776464-large.png', 'full': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/ffts/XC776464-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC776464-small.png', 'med': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC776464-med.png', 'large': '//xeno-canto.org/sounds/uploaded/WBZVBDKAUE/wave/XC776464-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:11,16:30,2023-01-20,2023-01-21,[],Male burst of song. ,no,no,no,,,yes,Dodotronic parabola. ,Tascam. ,44100
776434,Troglodytes,troglodytes,,birds,Eurasian Wren,Jacobo Ramil Millarengo,Spain,"  Sisalde, Ames, A Coruña, Galicia",42.8373,-8.652,30,song,male,adult,field recording,//xeno-canto.org/776434,https://xeno-canto.org/776434/download,"XC776434-230121_11Carrizo-practicando-12.00-Sisalde,-Ames.mp3","{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC776434-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC776434-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC776434-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/ffts/XC776434-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC776434-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC776434-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LHCOINSOBZ/wave/XC776434-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:41,12:00,2023-01-21,2023-01-21,[],Practicing the song,yes,yes,no,,,no,Sony PCM M10,Wildtronics mini PIP  stereo parabolic,44100
775907,Troglodytes,troglodytes,szetschuanus,birds,Eurasian Wren,Shuangqi Liu,China,"Yaan, Sichuan",29.6141,102.8635,1700,call,,,field recording,//xeno-canto.org/775907,https://xeno-canto.org/775907/download,XC775907-230110_1218.wav,"{'small': '//xeno-canto.org/sounds/uploaded/FRENVBIZTF/ffts/XC775907-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FRENVBIZTF/ffts/XC775907-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FRENVBIZTF/ffts/XC775907-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FRENVBIZTF/ffts/XC775907-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FRENVBIZTF/wave/XC775907-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FRENVBIZTF/wave/XC775907-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FRENVBIZTF/wave/XC775907-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:12,12:18,2023-01-10,2023-01-18,[],High-pass filtered.,yes,yes,no,,,no,Sony PCM-A10,,44100
774087,Troglodytes,troglodytes,,birds,Eurasian Wren,Irish Wildlife Sounds,Ireland,"Carne, Wexford, County Wexford",52.1864,-6.3884,0,"alarm call, squeaky",male,uncertain,field recording,//xeno-canto.org/774087,https://xeno-canto.org/774087/download,XC774087-Wren_Squeaky-Alarm-Calls_Ring-Marsh_061222_A++.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774087-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774087-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774087-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774087-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774087-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774087-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774087-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:36,08:00,2022-12-06,2023-01-08,[],,no,no,no,,,yes,SM4 Mini,,44100
774085,Troglodytes,troglodytes,,birds,Eurasian Wren,Irish Wildlife Sounds,Ireland,"Carne, Wexford, County Wexford",52.1864,-6.3884,0,alarm call,male,uncertain,field recording,//xeno-canto.org/774085,https://xeno-canto.org/774085/download,XC774085-Wren_Alarm-Calls_Ring-Marsh_301122_A++.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774085-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774085-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774085-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774085-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774085-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774085-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774085-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:18,08:00,2022-11-30,2023-01-08,[],,no,no,no,,,yes,SM4 Mini,,44100
774084,Troglodytes,troglodytes,,birds,Eurasian Wren,Irish Wildlife Sounds,Ireland,"Carne, Wexford, County Wexford",52.1864,-6.3884,0,alarm call,male,uncertain,field recording,//xeno-canto.org/774084,https://xeno-canto.org/774084/download,XC774084-Wren_Alarm-Calls_Ring-Marsh_111222_A++.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774084-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774084-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774084-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774084-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774084-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774084-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774084-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,1:08,08:00,2022-12-11,2023-01-08,[],,no,no,no,,,yes,SM4 Mini,,44100
774083,Troglodytes,troglodytes,,birds,Eurasian Wren,Irish Wildlife Sounds,Ireland,"Carne, Wexford, County Wexford",52.1864,-6.3884,0,alarm call,male,uncertain,field recording,//xeno-canto.org/774083,https://xeno-canto.org/774083/download,XC774083-Wren_Alarm-Calls_Ring-Marsh_081222_A++.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774083-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774083-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774083-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774083-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774083-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774083-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774083-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:20,08:00,2022-12-08,2023-01-08,[],,no,no,no,,,yes,SM4 Mini,,44100
774082,Troglodytes,troglodytes,,birds,Eurasian Wren,Irish Wildlife Sounds,Ireland,"Carne, Wexford, County Wexford",52.1864,-6.3884,0,alarm call,male,uncertain,field recording,//xeno-canto.org/774082,https://xeno-canto.org/774082/download,XC774082-Wren_Alarm-Calls_Ring-Marsh_011222_A+.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774082-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774082-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774082-large.png', 'full': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/ffts/XC774082-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774082-small.png', 'med': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774082-med.png', 'large': '//xeno-canto.org/sounds/uploaded/PAEQEUHPFQ/wave/XC774082-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:30,08:00,2022-12-01,2023-01-08,[],,no,no,no,,,yes,SM4 Mini,,44100
773388,Troglodytes,troglodytes,,birds,Eurasian Wren,Vladimír Nemček,Slovakia,"Bratislava, Bratislava IV, Bratislava Region",48.2191,16.9629,140,alarm call,uncertain,uncertain,field recording,//xeno-canto.org/773388,https://xeno-canto.org/773388/download,XC773388-troglodytes_230106_plaz.wav,"{'small': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/ffts/XC773388-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/ffts/XC773388-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/ffts/XC773388-large.png', 'full': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/ffts/XC773388-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/wave/XC773388-small.png', 'med': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/wave/XC773388-med.png', 'large': '//xeno-canto.org/sounds/uploaded/BDXEJXAEVH/wave/XC773388-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:52,10:00,2023-01-06,2023-01-06,[],"the riverine forest along the Morava river, cloudy, +10 degrees Celsius, high-passed",no,no,no,,,no,Olympus LS-P4,,48000
771870,Troglodytes,troglodytes,,birds,Eurasian Wren,João Tomás,Portugal,"Vila Nova de Anços (near  Soure), Soure, Coimbra District",40.1101,-8.644,0,song,uncertain,uncertain,field recording,//xeno-canto.org/771870,https://xeno-canto.org/771870/download,XC771870-Troglodytes-troglodytes_song_27_12_22_Arunca.wav,"{'small': '//xeno-canto.org/sounds/uploaded/POVKNQVSGU/ffts/XC771870-small.png', 'med': '//xeno-canto.org/sounds/uploaded/POVKNQVSGU/ffts/XC771870-med.png', 'large': '//xeno-canto.org/sounds/uploaded/POVKNQVSGU/ffts/XC771870-large.png', 'full': '//xeno-canto.org/sounds/uploaded/POVKNQVSGU/ffts/XC771870-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/POVKNQVSGU/wave/XC771870-small.png', 'med': '//xeno-canto.org/sounds/uploaded/POVKNQVSGU/wave/XC771870-med.png', 'large': '//xeno-canto.org/sounds/uploaded/POVKNQVSGU/wave/XC771870-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:51,10:30,2022-12-27,2022-12-29,['Fringilla coelebs'],,no,no,no,,,no,Zoom H5,,44100
770907,Troglodytes,troglodytes,,birds,Eurasian Wren,Michel Veldt,Netherlands,"Bodegraven, Bodegraven-Reeuwijk, Zuid-Holland",52.0747,4.7632,0,song,,,field recording,//xeno-canto.org/770907,https://xeno-canto.org/770907/download,XC770907-Winterkoning-zang---Bodegraven---2022-05-04---0529-copy.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/ffts/XC770907-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/ffts/XC770907-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/ffts/XC770907-large.png', 'full': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/ffts/XC770907-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/wave/XC770907-small.png', 'med': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/wave/XC770907-med.png', 'large': '//xeno-canto.org/sounds/uploaded/ZVOJOYBHDK/wave/XC770907-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:47,5:29,2022-05-04,2022-12-22,[],,no,no,no,,,yes,Olympus LS12,Dodotronic Hi Sound Stereo parabolic dish,44100
770800,Troglodytes,troglodytes,hebridensis,birds,Eurasian Wren,Michał Jezierski,United Kingdom,"Vallay House -- Vallay Island, Na h-Eileanan an Iar, Scotland",57.6571,-7.412,10,song,uncertain,uncertain,field recording,//xeno-canto.org/770800,https://xeno-canto.org/770800/download,XC770800-RESAMPLED_OH_220515_VallayHouse.wav,"{'small': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC770800-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC770800-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC770800-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC770800-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/wave/XC770800-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/wave/XC770800-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/wave/XC770800-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,4:03,07:14,2022-05-15,2022-12-22,"['Alauda arvensis', 'Numenius arquata', 'Pluvialis apricaria', 'Sturnus vulgaris', 'Columba livia']",Recorded thanks to the support of the Scottish Ornithologist's Club.,yes,yes,no,,,no,Zoom F3,NTG5,48000
770798,Troglodytes,troglodytes,zetlandicus,birds,Eurasian Wren,Michał Jezierski,United Kingdom,"Kergord House, Kergord, Shetland Islands, Scotland",60.2697,-1.2882,50,song,uncertain,uncertain,field recording,//xeno-canto.org/770798,https://xeno-canto.org/770798/download,XC770798-RESAMPLED_SH_220524_KERGORDTREELINE.wav,"{'small': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC770798-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC770798-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC770798-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC770798-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/wave/XC770798-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/wave/XC770798-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/wave/XC770798-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,3:23,06:31,2022-05-24,2022-12-22,"['Columba palumbus', 'Corvus frugilegus', 'Numenius arquata', 'Corvus cornix']",Recorded thanks to the support of the Scottish Ornithologist's Club.,yes,yes,no,,,no,Zoom F3,NTG5,48000
770797,Troglodytes,troglodytes,hirtensis,birds,Eurasian Wren,Michał Jezierski,United Kingdom,"Manse -- Village Bay (Bagh a Baile), Hirta, St Kilda Archipelago",57.811,-8.5651,30,song,uncertain,uncertain,field recording,//xeno-canto.org/770797,https://xeno-canto.org/770797/download,XC770797-RESAMPLED_220506_SK_MANSE.wav,"{'small': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC770797-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC770797-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC770797-large.png', 'full': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/ffts/XC770797-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/wave/XC770797-small.png', 'med': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/wave/XC770797-med.png', 'large': '//xeno-canto.org/sounds/uploaded/GPXJQQOAML/wave/XC770797-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,4:06,19:11,2022-05-06,2022-12-22,['Fulmarus glacialis'],Recorded thanks to the support of the Scottish Ornithologist's Club. ,yes,yes,no,,,no,Zoom F3,NTG5,48000
